address,time_in,time_out,lp_tokens_deposited
0x2dde86634921a42b3c662c1c99cda8301cdfd273,1632281139,1632281139,1089410534824817405715
0x2dde86634921a42b3c662c1c99cda8301cdfd273,1632281417,1632281417,736965743852610068111
0xf5dcb2a47f738d8ba39f9fa2ddc7592f268a262a,1632282077,1632282077,26384749999999789885464
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1632282480,1632282480,189226997321240783821078
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1632282480,1632282480,50110000000000000000000
0xa405e822d1c3a8568c6b82eb6e570fca0136f802,1632282480,1632282480,189226997321240783821078
0xcbdccb3e11777da45a2f2c9b3ae323d90b1f8a87,1632282572,1632282572,15821999999999999936712
0x3b6750fdd854ed73cae240df7d16fbb3eedcd9cc,1632282725,1632282725,667666666666666663996
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1632282735,1632282735,22543909630833077988239
0x437d478160b0a4ecc5fe0b888d323a8b88e58087,1632282949,1632282949,449708607213977565655
0xaf8f691603f576142438ed78fb8a3316d36d303b,1632283165,1632283165,22543909630833077988239
0x9c4c62c12ebd76ff81b709b75140604b2cff131e,1632283195,1632283195,734237499999997063050
0x1172d8c3b1a99c08d3d935ee0f1dd05f58dd0423,1632283215,1632283215,6057886568726923231307
0x3ad42878ce4d5570003f26b378c9d9663d9269ae,1632283253,1632283253,3212999999999987148000
0x45e48c0a6fe8b759652624451c83387130c58367,1632283662,1632283662,2149149999999997218912
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1632283732,1632283732,6000000000000000000000
0x97c2b6867f1f87334b4521f0403e7d9d25cfd1b4,1632283732,1632283732,50002000000000000000000
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1632283901,1632283901,6714371466620837962253
0xd9f84fb0a94d3594374ec295dd90b54eebaadfef,1632284082,1632284082,15224359999999963102560
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1632284197,1632284197,16000920000000000000000
0x520a4abbee2c96016257a6ec1fced2ffc84b4c93,1632284293,1632284293,21380177499999914479290
0xd9f84fb0a94d3594374ec295dd90b54eebaadfef,1632284293,1632284293,16000920000000000000000
0xaf749ca22395604e4d064c35e2caa27ba96b1b55,1632284347,1632284347,1360000000000000000
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1632284399,1632284399,2239055483052853359671
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1632284708,1632284708,6702375078802751808081
0x01d2ea60e0e19fbee07ef88db15ea697aa8cc6b6,1632284834,1632284834,2237138439557577478673
0x189e6a62c37f8d5a8f01f023a77175439e8124ce,1632284922,1632284922,3059841966666544272988
0xa30f30f100d9e4dd294c8475316d3e982e87880d,1632285082,1632285082,2237138439557577478673
0xc049085709fc6581152c1e1edeea53fae58fede1,1632285170,1632285170,3391999999999999996747
0x2d8dcf3a96fee8a195e8989493d0b9e47e9fe922,1632285170,1632285170,24030618662958902735698
0xe76091f84ddf27f9e773ca8bd2090830943f615c,1632285208,1632285208,5971333333333333309448
0x84ab6aeda45c85b910c363a454c5c0e93d8691a2,1632285538,1632285538,11776508633333210904788
0xf526ba3e671f7f44c953892c1ef594f6f12d5986,1632285538,1632285538,6263987630761216940286
